step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFlaggedFraud,isFraud
132.0,0.0,189262.72,0.0,0.0,10712575.32,10901838.04,0.0,0
403.0,1.0,322023.29,0.0,0.0,2306035.45,2628058.74,0.0,0
179.0,0.0,96980.35,889821.63,792841.28,2443101.92,2540082.27,0.0,0
307.0,0.0,130725.61,0.0,0.0,377005.58,928295.47,0.0,0
44.0,0.0,149491.99,152964.0,3472.01,0.0,149491.99,0.0,0
133.0,0.0,303907.51,0.0,0.0,3246376.61,3570973.68,0.0,0
347.0,0.0,57927.27,0.0,0.0,60647.54,118574.81,0.0,0
210.0,0.0,361495.44,21555.0,0.0,205447.71,566943.15,0.0,0
229.0,0.0,11892.3,5083.0,0.0,2112753.38,2124645.68,0.0,0
138.0,1.0,273956.27,163930.0,0.0,14125.07,288081.34,0.0,0
40.0,0.0,61685.35,407.0,0.0,0.0,61685.35,0.0,0
159.0,1.0,341221.72,0.0,0.0,3242887.36,3584109.07,0.0,0
401.0,0.0,219638.25,0.0,0.0,388565.16,608203.42,0.0,0
321.0,0.0,322959.91,3107.0,0.0,2077835.49,2400795.41,0.0,0
373.0,1.0,1247014.97,0.0,0.0,5717672.71,6964687.68,0.0,0
382.0,0.0,113317.94,10730.0,0.0,825481.04,938798.98,0.0,0
18.0,0.0,194709.94,660.0,0.0,119979.16,449729.8,0.0,0
275.0,0.0,71185.7,30177.0,0.0,448997.56,520183.26,0.0,0
495.0,0.0,111517.9,335.0,0.0,17514.86,129032.76,0.0,0
231.0,0.0,296934.98,344779.0,47844.02,211366.7,508301.68,0.0,0
281.0,1.0,110207.2,0.0,0.0,2061645.61,2171852.81,0.0,0
12.0,1.0,230291.84,64021.0,0.0,0.0,0.0,0.0,0
239.0,0.0,233748.68,0.0,0.0,261779.27,495527.95,0.0,0
40.0,0.0,194972.04,745906.0,550933.96,997934.89,1192906.93,0.0,0
298.0,0.0,37811.35,0.0,0.0,1058931.3,1096742.65,0.0,0
283.0,1.0,349912.15,0.0,0.0,1925225.57,2275137.71,0.0,0
283.0,0.0,44896.44,5548.0,0.0,0.0,44896.44,0.0,0
690.0,0.0,12409.98,0.0,0.0,576540.42,588950.4,0.0,0
374.0,0.0,119778.19,0.0,0.0,476290.96,596069.15,0.0,0
372.0,0.0,123309.64,0.0,0.0,206895.69,330205.32,0.0,0
235.0,0.0,424676.29,0.0,0.0,431779.12,856455.4,0.0,0
42.0,0.0,175556.43,0.0,0.0,4536764.35,4712320.79,0.0,0
227.0,0.0,3888.99,253.0,0.0,574158.99,578047.98,0.0,0
274.0,1.0,162827.9,0.0,0.0,328389.51,491217.41,0.0,0
132.0,0.0,256186.3,28000.0,0.0,0.0,256186.3,0.0,0
349.0,0.0,180026.06,0.0,0.0,246577.4,426603.46,0.0,0
259.0,1.0,220667.01,0.0,0.0,288956.7,509623.72,0.0,0
11.0,0.0,164771.28,51753.0,0.0,0.0,850370.93,0.0,0
540.0,0.0,151731.37,0.0,0.0,556085.38,707816.75,0.0,0
20.0,0.0,194590.14,105139.0,0.0,971107.25,1165697.39,0.0,0
130.0,0.0,32808.41,0.0,0.0,1137229.78,1170038.19,0.0,0
186.0,0.0,385870.66,0.0,0.0,1011879.52,1397750.17,0.0,0
538.0,0.0,218493.6,15500.0,0.0,288773.82,507267.43,0.0,0
305.0,1.0,1509648.62,0.0,0.0,1590007.78,3099656.4,0.0,0
334.0,0.0,231345.13,183.0,0.0,311588.06,542933.19,0.0,0
282.0,0.0,193640.57,101197.0,0.0,0.0,193640.57,0.0,0
201.0,0.0,249081.72,56933.0,0.0,0.0,131462.82,0.0,0
297.0,1.0,125892.55,0.0,0.0,5513280.02,5639172.56,0.0,0
21.0,0.0,95353.06,40457.0,0.0,4921752.59,5017105.65,0.0,0
328.0,0.0,119439.46,31236.0,0.0,1450680.9,1570120.36,0.0,0
375.0,0.0,111208.82,0.0,0.0,6603858.3,6715067.12,0.0,0
302.0,0.0,92589.23,0.0,0.0,3110741.98,3203331.21,0.0,0
234.0,1.0,8213.41,0.0,0.0,586065.02,594278.44,0.0,0
41.0,0.0,295015.91,21009.0,0.0,0.0,295015.91,0.0,0
163.0,0.0,80758.81,10112.0,0.0,0.0,80758.81,0.0,0
185.0,0.0,47887.03,584.0,0.0,250887.89,298774.91,0.0,0
25.0,1.0,938309.28,3205.0,0.0,125481.47,1063790.75,0.0,0
331.0,0.0,577649.89,0.0,0.0,754785.24,1332435.13,0.0,0
205.0,0.0,635113.55,20332.0,0.0,170517.88,1132412.49,0.0,0
208.0,0.0,85293.22,10286.37,0.0,919894.27,1005187.49,0.0,0
276.0,0.0,238661.37,20604.0,0.0,225275.74,463937.1,0.0,0
47.0,1.0,1179400.79,0.0,0.0,4431337.3,5610738.09,0.0,0
374.0,0.0,199135.37,0.0,0.0,851030.94,685650.09,0.0,0
405.0,0.0,266488.84,0.0,0.0,1109881.9,1376370.74,0.0,0
281.0,0.0,43564.61,0.0,0.0,1877774.27,1921338.88,0.0,0
525.0,0.0,7766.1,1014.0,0.0,2053521.69,2061287.8,0.0,0
395.0,1.0,654845.15,16127.0,0.0,0.0,654845.15,0.0,0
187.0,0.0,153620.32,0.0,0.0,680392.06,834012.38,0.0,0
46.0,0.0,162641.19,0.0,0.0,213848.86,376490.04,0.0,0
302.0,0.0,776438.01,31188.0,0.0,100215.68,876653.68,0.0,0
332.0,0.0,231498.04,0.0,0.0,313936.76,545434.8,0.0,0
276.0,0.0,187845.3,786.0,0.0,2128421.88,2316267.19,0.0,0
163.0,0.0,123899.42,10059.0,0.0,20376.51,144275.93,0.0,0
302.0,1.0,1737908.04,51979.0,0.0,1906176.76,3644084.8,0.0,0
41.0,0.0,89071.19,489653.75,400582.56,451467.09,540538.28,0.0,0
162.0,0.0,342817.63,55144.0,0.0,0.0,327526.97,0.0,0
300.0,0.0,40307.97,0.0,0.0,603339.13,643647.1,0.0,0
157.0,0.0,64470.89,10702.0,0.0,0.0,64470.89,0.0,0
259.0,0.0,49955.57,208478.0,158522.43,360587.42,410542.99,0.0,0
280.0,0.0,188371.67,0.0,0.0,598201.58,786573.25,0.0,0
136.0,0.0,259010.91,0.0,0.0,412913.82,781895.97,0.0,0
308.0,0.0,287592.54,0.0,0.0,8511061.08,8798653.61,0.0,0
397.0,0.0,1261.29,2194.12,932.83,256030.0,257291.29,0.0,0
381.0,0.0,19554.96,0.0,0.0,445885.52,465440.48,0.0,0
260.0,0.0,15877.28,0.0,0.0,3011256.9,3027134.19,0.0,0
347.0,0.0,147024.17,584580.0,437555.83,0.0,147024.17,0.0,0
354.0,0.0,147133.49,20164.0,0.0,125583.78,272717.27,0.0,0
252.0,0.0,378286.09,8461.0,0.0,19692.72,397978.8,0.0,0
299.0,1.0,1225314.22,0.0,0.0,5074447.88,6299762.1,0.0,0
157.0,0.0,154449.78,0.0,0.0,401466.56,555916.34,0.0,0
37.0,0.0,91273.98,21087.0,0.0,1135021.99,1226295.97,0.0,0
188.0,0.0,437961.5,0.0,0.0,585415.32,1023376.82,0.0,0
206.0,0.0,252087.2,8503.0,0.0,11897.76,263984.95,0.0,0
349.0,0.0,58161.95,44049.91,0.0,61190.87,119352.82,0.0,0
225.0,0.0,373697.44,99406.0,0.0,260669.05,634366.49,0.0,0
21.0,0.0,149752.16,2493.0,0.0,20448.22,170200.38,0.0,0
403.0,0.0,47364.45,35350.0,0.0,77224395.65,77271760.1,0.0,0
186.0,0.0,91227.2,0.0,0.0,853246.46,944473.66,0.0,0
402.0,0.0,381340.99,49647.0,0.0,0.0,381340.99,0.0,0
253.0,0.0,150766.75,0.0,0.0,683846.97,604090.68,0.0,0
186.0,0.0,32647.39,0.0,0.0,2193618.76,2184949.77,0.0,0
188.0,0.0,11698.45,19687.0,7988.55,107187.16,118885.62,0.0,0
164.0,0.0,254058.83,0.0,0.0,638902.5,892961.32,0.0,0
44.0,0.0,319976.12,0.0,0.0,2222318.97,2542295.09,0.0,0
372.0,0.0,84623.74,303206.0,218582.26,64816.68,149440.42,0.0,0
44.0,0.0,50417.7,5501.0,0.0,846028.33,896446.03,0.0,0
164.0,0.0,130198.45,0.0,0.0,2382719.08,2512917.54,0.0,0
208.0,0.0,47266.21,0.0,0.0,247884.13,295150.34,0.0,0
184.0,1.0,177175.23,0.0,0.0,908317.74,1085492.97,0.0,0
302.0,0.0,174897.37,0.0,0.0,569274.26,744171.63,0.0,0
346.0,0.0,237907.55,499189.0,261281.45,0.0,237907.55,0.0,0
234.0,0.0,346540.12,0.0,0.0,3314252.92,3660793.04,0.0,0
260.0,0.0,21098.0,0.0,0.0,5466575.48,5487673.49,0.0,0
372.0,0.0,24233.55,70125.0,45891.45,254314.84,278548.39,0.0,0
161.0,0.0,244960.71,0.0,0.0,1006055.31,1251016.02,0.0,0
352.0,0.0,58389.33,16008.36,0.0,306392.55,364781.87,0.0,0
154.0,0.0,196546.16,62127.0,0.0,2134736.92,2331283.08,0.0,0
9.0,0.0,293393.62,60814.0,0.0,0.0,293393.62,0.0,0
273.0,0.0,217655.83,0.0,0.0,396337.32,613993.15,0.0,0
276.0,1.0,343474.01,283117.0,0.0,0.0,343474.01,0.0,0
235.0,0.0,10026.62,0.0,0.0,33886.56,43913.18,0.0,0
350.0,0.0,213868.16,0.0,0.0,381526.21,595394.37,0.0,0
406.0,0.0,38304.78,84788.09,46483.31,443762.58,482067.36,0.0,0
182.0,1.0,1366403.03,0.0,0.0,1697776.15,3064179.18,0.0,0
350.0,1.0,1302300.61,0.0,0.0,1825997.74,3128298.36,0.0,0
9.0,1.0,996909.12,0.0,0.0,118658.51,1115567.63,0.0,0
137.0,1.0,250504.43,0.0,0.0,579858.76,830363.19,0.0,0
332.0,0.0,107975.25,1323.0,0.0,1109.02,109084.28,0.0,0
180.0,1.0,155782.45,0.0,0.0,587221.39,743003.84,0.0,0
681.0,0.0,133344.89,0.0,0.0,1064126.78,1197471.68,0.0,0
139.0,0.0,126612.46,1777.0,0.0,0.0,126612.46,0.0,0
236.0,0.0,219801.33,0.0,0.0,771193.04,990994.37,0.0,0
281.0,0.0,105370.99,0.0,0.0,686565.58,791936.57,0.0,0
190.0,0.0,142521.9,0.0,0.0,158846.32,301368.22,0.0,0
14.0,0.0,132318.28,0.0,0.0,312834.55,478217.51,0.0,0
139.0,0.0,10725.15,0.0,0.0,1823998.82,1834723.97,0.0,0
235.0,0.0,60072.76,976301.0,916228.24,251702.12,311774.88,0.0,0
40.0,0.0,5728.23,0.0,0.0,47073.88,52802.11,0.0,0
308.0,0.0,27675.22,0.0,0.0,1429036.99,1456712.21,0.0,0
333.0,1.0,4801179.64,0.0,0.0,5556555.81,10357735.45,0.0,0
179.0,0.0,325851.69,15716.0,0.0,0.0,325851.69,0.0,0
349.0,0.0,235180.36,21478.0,0.0,491941.34,727121.7,0.0,0
309.0,1.0,7102.42,35056.0,27953.58,2479465.95,2486568.37,0.0,0
332.0,0.0,51058.98,0.0,0.0,412151.61,463210.59,0.0,0
327.0,0.0,282711.78,0.0,0.0,2362718.4,2645430.18,0.0,0
212.0,0.0,93840.88,0.0,0.0,1758339.91,1852180.79,0.0,0
404.0,0.0,22452.96,0.0,0.0,12866140.93,12888593.89,0.0,0
23.0,0.0,93413.48,0.0,0.0,969218.03,1062631.5,0.0,0
329.0,0.0,365011.42,0.0,0.0,509667.96,874679.38,0.0,0
208.0,0.0,151763.77,0.0,0.0,1249497.06,1401260.83,0.0,0
19.0,0.0,189399.28,107877.0,0.0,0.0,189399.28,0.0,0
403.0,1.0,419476.7,77058.0,0.0,5573431.18,5992907.89,0.0,0
18.0,0.0,223970.23,275798.81,51828.58,549760.35,824499.41,0.0,0
330.0,0.0,234490.69,0.0,0.0,2412072.63,2646563.32,0.0,0
42.0,0.0,105821.6,0.0,0.0,186682.18,292503.77,0.0,0
229.0,0.0,306732.23,0.0,0.0,852724.0,1159456.23,0.0,0
16.0,0.0,253842.54,8347.6,0.0,1381518.43,1635360.98,0.0,0
183.0,0.0,131095.57,39936.0,0.0,113647.69,244743.25,0.0,0
380.0,0.0,109133.7,485105.15,375971.45,6123821.05,6232954.76,0.0,0
334.0,0.0,84599.11,0.0,0.0,285806.82,370405.93,0.0,0
262.0,0.0,86089.65,0.0,0.0,5910258.33,5996347.97,0.0,0
11.0,0.0,157053.29,40592.0,0.0,162348.0,578207.19,0.0,0
17.0,0.0,299368.23,11585.0,0.0,2476019.86,2810188.18,0.0,0
375.0,0.0,89573.74,0.0,0.0,204538.81,294112.55,0.0,0
253.0,0.0,278019.18,0.0,0.0,1593693.18,1871712.35,0.0,0
206.0,0.0,333910.42,0.0,0.0,851434.43,739048.28,0.0,0
352.0,0.0,296808.93,22555.0,0.0,3010058.47,3306867.4,0.0,0
301.0,0.0,1730.9,0.0,0.0,224991.87,226722.77,0.0,0
299.0,0.0,320036.09,227.0,0.0,0.0,320036.09,0.0,0
203.0,1.0,982302.3,181.0,0.0,0.0,982302.3,0.0,0
570.0,0.0,186797.08,104517.0,0.0,671161.34,857958.42,0.0,0
225.0,0.0,385244.17,19300.04,0.0,5079562.25,5464806.41,0.0,0
401.0,0.0,102017.7,6429.0,0.0,3562.59,105580.29,0.0,0
356.0,0.0,149338.29,0.0,0.0,1293170.72,1442509.02,0.0,0
359.0,1.0,290741.24,0.0,0.0,776364.53,1067105.76,0.0,0
141.0,0.0,134660.08,0.0,0.0,5109281.8,5860613.76,0.0,0
159.0,0.0,290379.52,0.0,0.0,1560664.52,1851044.03,0.0,0
236.0,0.0,110533.83,50351.0,0.0,0.0,110533.83,0.0,0
309.0,1.0,160539.67,18816.0,0.0,0.0,160539.67,0.0,0
234.0,1.0,57154.56,0.0,0.0,873909.11,931063.67,0.0,0
312.0,0.0,98125.54,0.0,0.0,1356958.26,1455083.81,0.0,0
396.0,0.0,356709.47,158.0,0.0,318704.29,675413.76,0.0,0
227.0,1.0,190678.06,90584.0,0.0,0.0,190678.06,0.0,0
304.0,1.0,10000000.0,0.0,0.0,13057975.74,31942686.97,0.0,0
323.0,0.0,386424.66,0.0,0.0,5831294.41,6217719.07,0.0,0
185.0,0.0,106942.05,0.0,0.0,736239.31,843181.36,0.0,0
161.0,0.0,32813.06,0.0,0.0,125459.4,158272.46,0.0,0
286.0,1.0,160506.05,8303.0,0.0,774506.76,935012.8,0.0,0
334.0,0.0,98828.47,0.0,0.0,118970.11,217798.57,0.0,0
309.0,0.0,36362.1,0.0,0.0,2502928.76,2539290.86,0.0,0
232.0,0.0,323988.62,113993.47,0.0,619183.15,943171.77,0.0,0
254.0,1.0,182855.55,0.0,0.0,1679082.01,1861937.56,0.0,0
158.0,0.0,168524.45,19460.0,0.0,627754.49,796278.93,0.0,0
188.0,0.0,77619.04,0.0,0.0,2248962.96,2362351.97,0.0,0
157.0,0.0,58430.72,54656.0,0.0,1590928.92,1649359.65,0.0,0
356.0,0.0,180653.2,833.0,0.0,3807182.27,3987835.47,0.0,0
321.0,1.0,789538.51,22090.0,0.0,975506.78,1765045.3,0.0,0
588.0,0.0,13030.31,0.0,0.0,63629.21,76659.52,0.0,0
231.0,0.0,15908.8,31146.0,15237.2,2919865.96,2935774.76,0.0,0
164.0,0.0,104142.3,111864.31,7722.02,340272.56,444414.86,0.0,0
299.0,0.0,81648.47,0.0,0.0,1036280.36,1117928.83,0.0,0
177.0,0.0,239181.12,0.0,0.0,1302632.82,1823725.94,0.0,0
372.0,0.0,62191.62,74963.0,12771.38,0.0,62191.62,0.0,0
159.0,0.0,141164.49,0.0,0.0,6519923.68,6661088.18,0.0,0
212.0,0.0,76060.27,0.0,0.0,1389307.88,1465368.15,0.0,0
39.0,1.0,352887.84,30614.0,0.0,289453.47,642341.31,0.0,0
350.0,0.0,29525.81,197.0,0.0,431555.53,461081.34,0.0,0
187.0,0.0,68726.67,12265.0,0.0,3976033.92,4044760.59,0.0,0
283.0,0.0,159798.18,0.0,0.0,2074538.75,2234336.94,0.0,0
400.0,0.0,3912.82,0.0,0.0,8392113.12,8396025.94,0.0,0
156.0,0.0,914.9,0.0,0.0,312342.47,313257.37,0.0,0
305.0,0.0,259466.92,406.0,0.0,1966303.51,2225770.44,0.0,0
330.0,0.0,137202.27,0.0,0.0,1025526.66,1162728.93,0.0,0
401.0,0.0,579978.0,514.0,0.0,216240.04,796218.04,0.0,0
18.0,1.0,815617.46,0.0,0.0,2971288.7,3624511.92,0.0,0
347.0,0.0,411061.39,216.0,0.0,495006.95,906068.34,0.0,0
134.0,0.0,123268.51,0.0,0.0,203661.59,326930.1,0.0,0
355.0,0.0,265278.31,31350.0,0.0,0.0,265278.31,0.0,0
259.0,0.0,129742.73,138.0,0.0,413028.97,542771.69,0.0,0
182.0,0.0,199205.94,0.0,0.0,1051946.56,1251152.5,0.0,0
329.0,0.0,198785.63,0.0,0.0,1522701.06,1721486.69,0.0,0
276.0,0.0,97722.59,0.0,0.0,1294506.9,1392229.49,0.0,0
374.0,0.0,84389.47,0.0,0.0,114213.58,198603.05,0.0,0
299.0,0.0,263089.5,0.0,0.0,2611592.61,2874682.1,0.0,0
119.0,0.0,215930.37,10211.77,0.0,426404.39,642334.75,0.0,0
352.0,1.0,104567.01,33196.0,0.0,0.0,104567.01,0.0,0
393.0,0.0,32705.92,64804.0,32098.08,3694869.15,3727575.07,0.0,0
130.0,0.0,148926.08,64124.0,0.0,1733549.54,1882475.62,0.0,0
308.0,0.0,110750.85,101489.0,0.0,1386706.86,1497457.71,0.0,0
230.0,1.0,290589.81,0.0,0.0,3664702.11,3955291.92,0.0,0
16.0,0.0,78641.25,35719.0,0.0,299238.14,377879.39,0.0,0
210.0,0.0,166246.24,278253.41,112007.17,989844.1,1156090.34,0.0,0
40.0,0.0,563785.97,63216.0,0.0,0.0,563785.97,0.0,0
206.0,0.0,191250.48,0.0,0.0,1251393.7,1442644.18,0.0,0
596.0,1.0,473823.35,0.0,0.0,26322814.43,26796637.78,0.0,0
273.0,0.0,262736.3,30423.0,0.0,0.0,262736.3,0.0,0
15.0,0.0,207466.32,0.0,0.0,1843474.74,2298446.69,0.0,0
228.0,0.0,431607.16,0.0,0.0,436296.03,867903.19,0.0,0
405.0,0.0,39589.25,67661.0,28071.75,18070.44,57659.69,0.0,0
203.0,0.0,240967.72,36520.0,0.0,0.0,240967.72,0.0,0
299.0,0.0,413486.57,10935.0,0.0,800146.48,1213633.05,0.0,0
137.0,0.0,180057.73,20904.0,0.0,1330654.92,1510712.65,0.0,0
133.0,0.0,57964.53,0.0,0.0,455796.82,513761.35,0.0,0
206.0,0.0,34162.35,35430.37,1268.02,790317.46,824479.81,0.0,0
181.0,0.0,315972.41,21671.0,0.0,1263322.78,1579295.2,0.0,0
402.0,0.0,101830.79,0.0,0.0,481506.67,583337.46,0.0,0
43.0,0.0,145017.8,329657.0,184639.2,0.0,145017.8,0.0,0
264.0,1.0,319723.28,0.0,0.0,765697.58,1085420.86,0.0,0
279.0,0.0,124813.66,107653.0,0.0,49249.84,174063.49,0.0,0
230.0,0.0,141963.64,10424.0,0.0,1303944.35,1445907.99,0.0,0
226.0,0.0,173984.82,21283.0,0.0,1671768.32,1845753.14,0.0,0
326.0,0.0,27340.29,0.0,0.0,4511466.66,4538806.95,0.0,0
349.0,0.0,78419.94,307903.0,229483.06,1227951.75,1306371.69,0.0,0
308.0,0.0,284446.43,0.0,0.0,973209.71,1257656.14,0.0,0
209.0,0.0,67685.57,309250.0,241564.43,704474.88,772160.45,0.0,0
43.0,1.0,201701.3,8363.29,0.0,653980.81,855682.12,0.0,0
231.0,1.0,84666.24,18661.86,0.0,845653.47,930319.71,0.0,0
163.0,0.0,235697.9,117734.0,0.0,2869129.01,3104826.91,0.0,0
404.0,0.0,125511.92,0.0,0.0,323726.61,449238.52,0.0,0
132.0,0.0,436254.91,0.0,0.0,576010.53,2301974.52,0.0,0
282.0,0.0,35962.93,0.0,0.0,828817.63,864780.56,0.0,0
610.0,1.0,811026.4,0.0,0.0,4582626.48,5393652.88,0.0,0
259.0,0.0,112327.09,0.0,0.0,1791905.04,1904232.13,0.0,0
212.0,0.0,146267.63,0.0,0.0,2193917.98,2340185.61,0.0,0
261.0,0.0,388816.72,0.0,0.0,1659944.56,2048761.28,0.0,0
134.0,0.0,240265.72,0.0,0.0,761933.6,1002199.31,0.0,0
226.0,1.0,227232.12,0.0,0.0,294459.63,521691.75,0.0,0
260.0,0.0,109158.06,932.0,0.0,419003.91,528161.97,0.0,0
235.0,1.0,505119.8,50644.42,0.0,5265600.84,5825142.09,0.0,0
137.0,0.0,450186.7,100003.0,0.0,1228056.85,1678243.56,0.0,0
48.0,0.0,271424.21,639145.38,367721.17,3314354.07,3585778.28,0.0,0
206.0,0.0,89766.44,32126.0,0.0,699507.86,789274.3,0.0,0
397.0,0.0,382470.67,10248.0,0.0,244577.36,627048.03,0.0,0
165.0,1.0,331444.61,0.0,0.0,1061957.8,1091312.28,0.0,0
369.0,0.0,31116.76,10241.0,0.0,1906140.81,1937257.57,0.0,0
278.0,0.0,109892.36,298.0,0.0,82871.6,192763.96,0.0,0
18.0,0.0,587139.75,0.0,0.0,2002030.08,2589169.83,0.0,0
230.0,0.0,211485.48,0.0,0.0,9956186.43,10167671.91,0.0,0
353.0,0.0,40141.85,0.0,0.0,1141250.84,1181392.68,0.0,0
231.0,0.0,209926.92,33141.0,0.0,22776.63,232703.55,0.0,0
705.0,0.0,248705.14,42120.0,0.0,0.0,248705.14,0.0,0
203.0,0.0,232867.42,11746.0,0.0,3097420.48,3330287.9,0.0,0
165.0,0.0,120035.08,0.0,0.0,882610.13,1002645.21,0.0,0
304.0,0.0,48112.97,20473.83,0.0,2573979.23,2622092.2,0.0,0
43.0,0.0,59621.96,182654.0,123032.04,509405.35,569027.31,0.0,0
401.0,1.0,2409968.02,0.0,0.0,2516678.64,4926646.66,0.0,0
474.0,1.0,4697260.84,261995.85,0.0,4786266.92,9483527.77,0.0,0
18.0,0.0,76202.12,4940.0,0.0,468329.89,655245.51,0.0,0
187.0,0.0,281365.59,0.0,0.0,3460629.54,3741995.14,0.0,0
380.0,1.0,727002.52,20692.0,0.0,2270097.82,2997100.34,0.0,0
370.0,0.0,47875.4,5908.55,0.0,2267590.88,2315466.28,0.0,0
157.0,0.0,129598.46,151726.0,22127.54,60466.44,190064.9,0.0,0
232.0,0.0,209592.16,0.0,0.0,10292572.85,10502165.01,0.0,0
684.0,0.0,61884.85,57775.0,0.0,406531.14,468415.98,0.0,0
203.0,0.0,364435.09,34378.65,0.0,1891875.08,2256310.17,0.0,0
322.0,0.0,57521.46,49816.0,0.0,249298.52,306819.98,0.0,0
252.0,0.0,29245.51,0.0,0.0,283643.09,312888.6,0.0,0
162.0,0.0,134163.26,0.0,0.0,5582226.53,5716389.79,0.0,0
153.0,1.0,1746582.35,144959.0,0.0,0.0,1746582.35,0.0,0
181.0,0.0,278332.59,0.0,0.0,1468245.06,1746577.65,0.0,0
325.0,1.0,2163599.96,311.0,0.0,3145437.63,5309037.58,0.0,0
157.0,0.0,37866.63,9047.0,0.0,347082.47,384949.1,0.0,0
155.0,0.0,144199.81,257.0,0.0,361787.75,505987.56,0.0,0
304.0,1.0,9518009.22,0.0,0.0,20000000.0,29518009.22,0.0,0
229.0,1.0,542434.46,0.0,0.0,3031467.13,3573901.59,0.0,0
227.0,0.0,226500.17,0.0,0.0,2389754.17,2715862.87,0.0,0
303.0,0.0,33691.42,2182.0,0.0,250549.37,284240.79,0.0,0
182.0,1.0,470578.0,29653.0,0.0,178842.67,649420.67,0.0,0
256.0,0.0,38270.72,0.0,0.0,1678361.06,1716631.78,0.0,0
156.0,0.0,203858.68,0.0,0.0,487509.66,953740.35,0.0,0
227.0,0.0,106256.76,0.0,0.0,1116111.99,1222368.75,0.0,0
183.0,0.0,2276.98,0.0,0.0,2207713.83,2209990.81,0.0,0
17.0,0.0,56404.21,374815.66,318411.45,219709.34,276113.55,0.0,0
43.0,0.0,11037.97,25680.0,14642.03,0.0,11037.97,0.0,0
202.0,0.0,225430.33,0.0,0.0,433755.98,659186.31,0.0,0
322.0,0.0,177036.15,65323.0,0.0,16238413.05,16415449.2,0.0,0
225.0,0.0,333314.85,29968.0,0.0,39975.51,373290.36,0.0,0
187.0,0.0,232811.08,156633.0,0.0,133178.2,365989.28,0.0,0
18.0,0.0,56882.79,102938.93,46056.14,2459176.28,2516059.07,0.0,0
256.0,1.0,96630.49,42848.0,0.0,0.0,96630.49,0.0,0
355.0,0.0,73071.43,0.0,0.0,485462.55,558533.98,0.0,0
283.0,0.0,379774.16,0.0,0.0,1312549.63,1692323.79,0.0,0
257.0,0.0,11554.62,31977.0,20422.38,1823081.03,1834635.65,0.0,0
20.0,1.0,82154.03,0.0,0.0,572260.53,654414.56,0.0,0
259.0,1.0,218867.78,0.0,0.0,8430234.18,8649101.96,0.0,0
406.0,0.0,74437.41,0.0,0.0,825848.38,900285.8,0.0,0
209.0,0.0,297029.21,21886.0,0.0,543083.25,840112.46,0.0,0
422.0,0.0,33273.24,30502.0,0.0,446238.51,479511.75,0.0,0
276.0,0.0,184126.73,0.0,0.0,528435.18,712561.92,0.0,0
403.0,1.0,154917.07,127641.0,0.0,0.0,154917.07,0.0,0
211.0,0.0,450585.69,0.0,0.0,969392.7,1419978.39,0.0,0
157.0,0.0,302745.65,30943.0,0.0,0.0,302745.65,0.0,0
183.0,0.0,395796.52,0.0,0.0,1080988.67,1476785.19,0.0,0
15.0,0.0,20981.51,0.0,0.0,472931.16,493912.67,0.0,0
211.0,0.0,68394.63,272.0,0.0,89925.37,158320.0,0.0,0
161.0,0.0,146558.85,0.0,0.0,2751197.36,2897756.21,0.0,0
351.0,0.0,285876.64,53536.0,0.0,0.0,285876.64,0.0,0
346.0,0.0,244402.58,3716.0,0.0,209646.58,454049.17,0.0,0
595.0,0.0,176279.79,95076.0,0.0,573570.23,749850.01,0.0,0
376.0,0.0,33218.47,49895.0,16676.53,1435055.56,1468274.03,0.0,0
42.0,0.0,378039.36,0.0,0.0,945330.82,1323370.18,0.0,0
134.0,0.0,344778.03,47349.0,0.0,27532.47,372310.5,0.0,0
184.0,0.0,198534.15,235.0,0.0,8830.15,207364.3,0.0,0
280.0,0.0,65881.08,559753.0,493871.92,66216.5,132097.58,0.0,0
298.0,1.0,1447885.86,0.0,0.0,3348624.65,4796510.51,0.0,0
330.0,0.0,330014.16,105305.72,0.0,363157.16,693171.32,0.0,0
133.0,0.0,268842.04,0.0,0.0,2113237.76,2437886.42,0.0,0
38.0,0.0,35389.04,20370.0,0.0,518653.16,554042.2,0.0,0
191.0,1.0,379629.2,5004.0,0.0,54118.79,433747.99,0.0,0
356.0,0.0,10122.86,21567.0,11444.14,94142.35,104265.21,0.0,0
544.0,0.0,70509.17,10300.0,0.0,360157.29,430666.46,0.0,0
201.0,0.0,54149.32,0.0,0.0,137215.28,191364.6,0.0,0
186.0,0.0,88911.0,0.0,0.0,369405.29,458316.28,0.0,0
356.0,0.0,187992.44,55953.0,0.0,0.0,187992.44,0.0,0
393.0,0.0,195801.22,0.0,0.0,202239.73,398040.95,0.0,0
305.0,0.0,286893.36,0.0,0.0,12178337.48,12465230.84,0.0,0
330.0,0.0,75516.54,112090.0,36573.46,3793527.46,3869044.0,0.0,0
14.0,0.0,40068.05,0.0,0.0,4301591.35,4343366.29,0.0,0
207.0,0.0,72198.05,74753.0,2554.95,42954.5,115152.55,0.0,0
400.0,0.0,229500.38,0.0,0.0,425470.27,654970.65,0.0,0
18.0,0.0,29178.18,0.0,0.0,4016873.37,4046051.55,0.0,0
408.0,0.0,200132.83,9905.0,0.0,86119.26,286252.09,0.0,0
356.0,0.0,356018.13,0.0,0.0,568385.35,924403.48,0.0,0
